Date,Open,High,Low,Close,Adj Close,Volume,RHT
2015-10-29,78.839996,79.449997,78.360001,78.849998,78.849998,1215700,RHT
2015-10-30,78.860001,79.790001,78.519997,79.110001,79.110001,1511300,RHT
2015-11-02,79.120003,80.459999,78.699997,80.139999,80.139999,850200,RHT
2015-11-03,80.809998,81.419998,79.809998,80.849998,80.849998,1559200,RHT
2015-11-04,81.000000,82.589996,80.989998,82.550003,82.550003,2069100,RHT
2015-11-05,82.690002,83.000000,81.360001,81.570000,81.570000,1886500,RHT
2015-11-06,81.400002,81.690002,80.510002,81.019997,81.019997,1613900,RHT
2015-11-09,81.010002,81.239998,79.709999,80.290001,80.290001,1086800,RHT
2015-11-10,80.000000,80.940002,79.680000,80.800003,80.800003,621500,RHT
2015-11-11,81.540001,81.839996,80.559998,81.459999,81.459999,933400,RHT
2015-11-12,80.639999,81.400002,79.790001,79.809998,79.809998,1159800,RHT
2015-11-13,79.650002,79.989998,77.449997,77.830002,77.830002,1380400,RHT
2015-11-16,78.040001,79.430000,77.470001,79.089996,79.089996,2651200,RHT
2015-11-17,79.410004,80.769997,79.250000,80.279999,80.279999,1605800,RHT
2015-11-18,80.500000,80.720001,79.419998,80.529999,80.529999,1236400,RHT
2015-11-19,80.900002,81.919998,80.550003,81.320000,81.320000,1042700,RHT
2015-11-20,81.930000,82.370003,81.120003,82.209999,82.209999,1220300,RHT
2015-11-23,82.190002,82.910004,82.010002,82.750000,82.750000,864600,RHT
2015-11-24,82.050003,82.730003,81.379997,82.050003,82.050003,1490900,RHT
2015-11-25,82.150002,82.949997,82.129997,82.519997,82.519997,711900,RHT
2015-11-27,82.379997,82.709999,82.099998,82.500000,82.500000,571800,RHT
2015-11-30,82.669998,82.720001,81.180000,81.410004,81.410004,1462700,RHT
2015-12-01,81.599998,82.300003,81.279999,82.220001,82.220001,2051700,RHT
2015-12-02,82.339996,82.660004,81.330002,81.610001,81.610001,1449100,RHT
2015-12-03,81.879997,81.930000,79.809998,80.330002,80.330002,1440400,RHT
2015-12-04,80.669998,82.110001,80.480003,81.889999,81.889999,1077700,RHT
2015-12-07,81.510002,81.699997,80.169998,80.519997,80.519997,896700,RHT
2015-12-08,80.019997,81.500000,79.489998,81.000000,81.000000,1107300,RHT
2015-12-09,80.639999,81.199997,78.830002,79.050003,79.050003,1505100,RHT
2015-12-10,79.160004,80.050003,78.930000,79.629997,79.629997,1645200,RHT
2015-12-11,78.620003,79.669998,78.199997,78.580002,78.580002,1823400,RHT
2015-12-14,78.500000,79.139999,76.889999,77.489998,77.489998,2600500,RHT
2015-12-15,77.830002,78.559998,77.669998,78.059998,78.059998,2501400,RHT
