Date,Open,High,Low,Close,Adj Close,Volume,JVA
2012-12-24,7.160000,7.260000,7.060000,7.140000,7.140000,31300,JVA
2012-12-26,7.110000,7.270000,7.080000,7.150000,7.150000,49700,JVA
2012-12-27,7.170000,7.250000,7.000000,7.040000,7.040000,138100,JVA
2012-12-28,7.080000,7.250000,6.930000,7.040000,7.040000,110400,JVA
2012-12-31,7.010000,7.110000,6.950000,7.000000,7.000000,143100,JVA
2013-01-02,7.140000,7.460000,7.140000,7.370000,7.370000,266500,JVA
2013-01-03,7.400000,7.550000,7.350000,7.400000,7.400000,144100,JVA
2013-01-04,7.450000,7.500000,7.250000,7.390000,7.390000,112000,JVA
2013-01-07,7.400000,7.700000,7.400000,7.570000,7.570000,117700,JVA
2013-01-08,7.500000,7.570000,7.400000,7.470000,7.470000,60600,JVA
2013-01-09,7.420000,7.490000,7.350000,7.400000,7.400000,66900,JVA
2013-01-10,7.420000,7.430000,7.200000,7.310000,7.310000,103200,JVA
2013-01-11,7.330000,7.450000,7.330000,7.430000,7.430000,75600,JVA
2013-01-14,7.400000,7.680000,7.400000,7.580000,7.580000,164500,JVA
2013-01-15,7.500000,7.570000,7.400000,7.460000,7.460000,75000,JVA
2013-01-16,7.500000,7.900000,7.470000,7.880000,7.880000,268400,JVA
2013-01-17,7.960000,8.190000,7.900000,8.030000,8.030000,289300,JVA
2013-01-18,8.050000,8.280000,8.000000,8.180000,8.180000,234000,JVA
2013-01-22,8.180000,8.450000,7.920000,8.300000,8.300000,373000,JVA
2013-01-23,8.120000,8.300000,8.050000,8.130000,8.130000,129200,JVA
2013-01-24,8.220000,8.300000,8.010000,8.150000,8.150000,172200,JVA
2013-01-25,8.230000,8.840000,8.140000,8.620000,8.620000,536500,JVA
2013-01-28,8.240000,8.400000,7.560000,7.670000,7.670000,983900,JVA
2013-01-29,7.650000,7.840000,7.350000,7.410000,7.410000,368100,JVA
2013-01-30,7.420000,7.570000,7.220000,7.270000,7.270000,255600,JVA
2013-01-31,7.270000,7.310000,6.940000,7.080000,7.080000,260900,JVA
2013-02-01,7.150000,7.170000,6.960000,7.020000,7.020000,182000,JVA
2013-02-04,7.030000,7.170000,7.000000,7.030000,7.030000,116200,JVA
2013-02-05,7.060000,7.380000,7.050000,7.300000,7.300000,255300,JVA
2013-02-06,7.340000,7.500000,7.310000,7.480000,7.480000,210900,JVA
2013-02-07,7.500000,7.500000,7.100000,7.260000,7.260000,156900,JVA
2013-02-08,7.300000,7.300000,7.160000,7.190000,7.190000,81600,JVA
2013-02-11,7.240000,7.260000,7.070000,7.090000,7.090000,62200,JVA
2013-02-12,7.100000,7.220000,7.100000,7.190000,7.190000,75200,JVA
2013-02-13,7.250000,7.280000,7.190000,7.220000,7.220000,58300,JVA
2013-02-14,7.220000,7.250000,7.150000,7.190000,7.190000,74000,JVA
2013-02-15,7.240000,7.260000,7.200000,7.260000,7.260000,78000,JVA
2013-02-19,7.370000,7.370000,7.240000,7.330000,7.330000,125800,JVA
2013-02-20,7.300000,7.650000,7.280000,7.490000,7.490000,482000,JVA
2013-02-21,7.430000,7.440000,7.250000,7.310000,7.310000,118800,JVA
2013-02-22,7.500000,7.500000,7.310000,7.460000,7.460000,77100,JVA
2013-02-25,7.500000,7.500000,7.370000,7.370000,7.370000,78700,JVA
2013-02-26,7.400000,7.440000,7.230000,7.360000,7.360000,96000,JVA
2013-02-27,7.330000,7.380000,7.240000,7.350000,7.350000,80200,JVA
2013-02-28,7.350000,7.400000,7.300000,7.320000,7.320000,59200,JVA
2013-03-01,7.300000,7.390000,7.160000,7.270000,7.270000,60200,JVA
2013-03-04,7.320000,7.330000,7.200000,7.230000,7.230000,50300,JVA
2013-03-05,7.220000,7.320000,7.160000,7.180000,7.180000,82600,JVA
2013-03-06,7.220000,7.300000,7.190000,7.290000,7.290000,59500,JVA
2013-03-07,7.330000,7.400000,7.260000,7.340000,7.340000,68400,JVA
2013-03-08,7.360000,7.380000,7.210000,7.280000,7.280000,62300,JVA
2013-03-11,7.310000,7.380000,7.260000,7.350000,7.350000,38200,JVA
2013-03-12,7.310000,7.360000,7.300000,7.330000,7.330000,30100,JVA
2013-03-13,7.310000,7.350000,7.280000,7.300000,7.300000,36800,JVA
2013-03-14,7.290000,7.390000,7.290000,7.300000,7.300000,78100,JVA
2013-03-15,7.300000,7.780000,7.300000,7.720000,7.720000,438900,JVA
2013-03-18,7.180000,7.180000,6.950000,7.030000,7.030000,550500,JVA
2013-03-19,7.070000,7.180000,6.950000,6.970000,6.970000,214900,JVA
2013-03-20,7.000000,7.090000,6.670000,6.700000,6.700000,285400,JVA
2013-03-21,6.720000,6.840000,6.600000,6.660000,6.660000,106900,JVA
2013-03-22,6.700000,6.900000,6.650000,6.800000,6.800000,120900,JVA
2013-03-25,6.890000,6.900000,6.750000,6.760000,6.760000,58400,JVA
2013-03-26,6.770000,6.790000,6.650000,6.690000,6.690000,53200,JVA
2013-03-27,6.660000,6.760000,6.590000,6.670000,6.670000,39000,JVA
2013-03-28,6.650000,6.800000,6.650000,6.790000,6.790000,47600,JVA
2013-04-01,6.750000,6.900000,6.700000,6.880000,6.880000,48800,JVA
2013-04-02,6.900000,6.900000,6.680000,6.680000,6.680000,52400,JVA
2013-04-03,6.650000,6.700000,6.490000,6.580000,6.580000,119500,JVA
2013-04-04,6.540000,6.700000,6.400000,6.650000,6.650000,63500,JVA
2013-04-05,6.620000,6.710000,6.500000,6.530000,6.530000,48800,JVA
2013-04-08,6.500000,6.620000,6.500000,6.590000,6.590000,19600,JVA
2013-04-09,6.650000,6.650000,6.500000,6.520000,6.520000,43000,JVA
2013-04-10,6.540000,6.590000,6.430000,6.540000,6.540000,62200,JVA
2013-04-11,6.570000,6.590000,6.410000,6.490000,6.490000,65200,JVA
2013-04-12,6.520000,6.700000,6.510000,6.650000,6.650000,81300,JVA
2013-04-15,6.670000,6.770000,6.630000,6.650000,6.650000,90800,JVA
2013-04-16,6.660000,6.730000,6.580000,6.580000,6.580000,45000,JVA
2013-04-17,6.580000,6.580000,6.370000,6.390000,6.390000,75400,JVA
2013-04-18,6.390000,6.450000,6.330000,6.410000,6.410000,24500,JVA
2013-04-19,6.580000,6.670000,6.450000,6.460000,6.460000,36900,JVA
2013-04-22,6.450000,6.590000,6.450000,6.520000,6.520000,22700,JVA
2013-04-23,6.570000,6.590000,6.450000,6.490000,6.490000,47100,JVA
2013-04-24,6.540000,6.590000,6.420000,6.540000,6.540000,61300,JVA
2013-04-25,6.560000,6.680000,6.500000,6.590000,6.590000,68900,JVA
2013-04-26,6.620000,6.720000,6.600000,6.650000,6.650000,45000,JVA
2013-04-29,6.700000,6.790000,6.570000,6.730000,6.730000,29300,JVA
2013-04-30,6.760000,6.850000,6.730000,6.780000,6.780000,52400,JVA
2013-05-01,6.730000,6.810000,6.600000,6.700000,6.700000,22600,JVA
2013-05-02,6.680000,6.800000,6.620000,6.790000,6.790000,38900,JVA
2013-05-03,6.880000,6.950000,6.810000,6.880000,6.880000,77100,JVA
2013-05-06,6.900000,7.070000,6.750000,6.930000,6.930000,85700,JVA
2013-05-07,6.960000,6.970000,6.750000,6.780000,6.780000,49400,JVA
2013-05-08,6.800000,6.920000,6.750000,6.840000,6.840000,76800,JVA
2013-05-09,7.010000,7.160000,6.920000,7.020000,7.020000,273700,JVA
2013-05-10,6.980000,7.040000,6.900000,6.990000,6.990000,77000,JVA
2013-05-13,6.920000,7.060000,6.850000,6.880000,6.880000,74300,JVA
2013-05-14,6.930000,7.080000,6.910000,6.990000,6.990000,86300,JVA
2013-05-15,7.020000,7.090000,6.880000,6.960000,6.960000,82600,JVA
2013-05-16,6.910000,7.050000,6.800000,6.870000,6.870000,74500,JVA
2013-05-17,6.960000,7.000000,6.810000,6.940000,6.940000,71800,JVA
2013-05-20,6.930000,7.250000,6.850000,7.210000,7.210000,171600,JVA
2013-05-21,7.210000,7.500000,7.020000,7.400000,7.400000,173500,JVA
2013-05-22,7.460000,7.530000,7.100000,7.180000,7.180000,167500,JVA
2013-05-23,7.070000,7.190000,6.970000,7.150000,7.150000,71800,JVA
2013-05-24,7.160000,7.250000,7.060000,7.100000,7.100000,61300,JVA
2013-05-28,7.130000,7.140000,7.000000,7.080000,7.080000,74300,JVA
2013-05-29,7.100000,7.130000,7.010000,7.040000,7.040000,27100,JVA
2013-05-30,7.050000,7.200000,7.030000,7.120000,7.120000,49500,JVA
2013-05-31,7.160000,7.180000,7.000000,7.000000,7.000000,76900,JVA
2013-06-03,7.030000,7.030000,6.840000,6.940000,6.940000,61000,JVA
2013-06-04,6.910000,7.010000,6.890000,6.910000,6.910000,34400,JVA
2013-06-05,6.910000,7.000000,6.850000,6.880000,6.880000,31300,JVA
2013-06-06,6.930000,6.980000,6.880000,6.930000,6.930000,40200,JVA
2013-06-07,6.920000,6.990000,6.810000,6.930000,6.930000,56600,JVA
2013-06-10,6.960000,7.100000,6.930000,7.090000,7.090000,68300,JVA
2013-06-11,7.000000,7.150000,7.000000,7.130000,7.130000,46800,JVA
2013-06-12,7.150000,7.150000,6.920000,7.060000,7.060000,31200,JVA
2013-06-13,6.770000,6.780000,6.330000,6.460000,6.460000,421700,JVA
2013-06-14,6.400000,6.450000,6.300000,6.370000,6.370000,86700,JVA
2013-06-17,6.370000,6.370000,6.100000,6.180000,6.180000,170300,JVA
2013-06-18,6.140000,6.180000,5.960000,6.070000,6.070000,96700,JVA
2013-06-19,6.100000,6.300000,6.020000,6.230000,6.230000,82600,JVA
2013-06-20,6.070000,6.250000,6.060000,6.110000,6.110000,34500,JVA
2013-06-21,6.080000,6.090000,6.000000,6.090000,6.090000,44100,JVA
2013-06-24,6.060000,6.060000,5.810000,5.820000,5.820000,96000,JVA
2013-06-25,5.880000,5.980000,5.850000,5.970000,5.970000,53700,JVA
2013-06-26,5.970000,6.050000,5.870000,5.900000,5.900000,26000,JVA
2013-06-27,5.890000,6.030000,5.890000,6.000000,6.000000,20700,JVA
2013-06-28,6.020000,6.020000,5.950000,6.010000,6.010000,36800,JVA
2013-07-01,6.000000,6.100000,5.940000,6.060000,6.060000,51700,JVA
2013-07-02,6.100000,6.280000,6.060000,6.240000,6.240000,23400,JVA
2013-07-03,6.230000,6.230000,6.090000,6.140000,6.140000,10500,JVA
2013-07-05,6.180000,6.340000,6.170000,6.320000,6.320000,27500,JVA
2013-07-08,6.350000,6.350000,6.050000,6.080000,6.080000,51600,JVA
2013-07-09,6.050000,6.320000,6.050000,6.220000,6.220000,39400,JVA
2013-07-10,6.270000,6.310000,6.130000,6.180000,6.180000,26200,JVA
2013-07-11,6.280000,6.280000,6.140000,6.190000,6.190000,26800,JVA
2013-07-12,6.130000,6.200000,6.110000,6.120000,6.120000,23500,JVA
2013-07-15,6.120000,6.250000,6.120000,6.210000,6.210000,24200,JVA
2013-07-16,6.250000,6.260000,6.140000,6.220000,6.220000,42200,JVA
2013-07-17,6.270000,6.300000,6.130000,6.280000,6.280000,32100,JVA
2013-07-18,6.280000,6.320000,6.260000,6.310000,6.310000,62400,JVA
2013-07-19,6.330000,6.700000,6.330000,6.610000,6.610000,195000,JVA
2013-07-22,6.660000,6.860000,6.660000,6.800000,6.800000,86300,JVA
2013-07-23,6.770000,6.900000,6.680000,6.880000,6.880000,80000,JVA
2013-07-24,6.900000,6.960000,6.700000,6.750000,6.750000,73300,JVA
2013-07-25,6.700000,6.860000,6.700000,6.800000,6.800000,33400,JVA
2013-07-26,6.800000,6.850000,6.680000,6.800000,6.800000,16600,JVA
2013-07-29,6.760000,6.800000,6.710000,6.780000,6.780000,27600,JVA
2013-07-30,6.810000,6.900000,6.720000,6.840000,6.840000,53700,JVA
2013-07-31,6.900000,6.900000,6.760000,6.820000,6.820000,44200,JVA
2013-08-01,6.830000,6.870000,6.650000,6.690000,6.690000,71100,JVA
2013-08-02,6.750000,6.790000,6.700000,6.700000,6.700000,49000,JVA
2013-08-05,6.750000,6.750000,6.550000,6.570000,6.570000,67700,JVA
2013-08-06,6.500000,6.600000,6.450000,6.520000,6.520000,38300,JVA
2013-08-07,6.550000,6.600000,6.340000,6.400000,6.400000,45900,JVA
2013-08-08,6.410000,6.450000,6.220000,6.430000,6.430000,53100,JVA
2013-08-09,6.430000,6.550000,6.430000,6.450000,6.450000,31400,JVA
2013-08-12,6.440000,6.580000,6.440000,6.580000,6.580000,21700,JVA
2013-08-13,6.610000,6.630000,6.400000,6.590000,6.590000,64900,JVA
2013-08-14,6.620000,6.620000,6.500000,6.540000,6.540000,25800,JVA
2013-08-15,6.570000,6.570000,6.410000,6.440000,6.440000,45100,JVA
2013-08-16,6.420000,6.500000,6.370000,6.450000,6.450000,24100,JVA
2013-08-19,6.480000,6.480000,6.310000,6.350000,6.350000,44500,JVA
2013-08-20,6.310000,6.500000,6.310000,6.390000,6.390000,46100,JVA
2013-08-21,6.400000,6.460000,6.320000,6.320000,6.320000,40300,JVA
2013-08-22,6.340000,6.390000,6.250000,6.320000,6.320000,17000,JVA
2013-08-23,6.320000,6.360000,6.290000,6.290000,6.290000,32400,JVA
2013-08-26,6.290000,6.430000,6.250000,6.290000,6.290000,69300,JVA
2013-08-27,6.250000,6.330000,6.050000,6.080000,6.080000,73600,JVA
2013-08-28,6.090000,6.140000,6.050000,6.050000,6.050000,57900,JVA
2013-08-29,6.050000,6.190000,6.050000,6.170000,6.170000,71300,JVA
2013-08-30,6.180000,6.220000,6.130000,6.140000,6.140000,20300,JVA
2013-09-03,6.200000,6.200000,6.060000,6.070000,6.070000,46500,JVA
2013-09-04,6.070000,6.180000,6.050000,6.060000,6.060000,28400,JVA
2013-09-05,6.050000,6.170000,6.050000,6.100000,6.100000,25700,JVA
2013-09-06,6.100000,6.250000,6.100000,6.160000,6.160000,36800,JVA
2013-09-09,6.180000,6.530000,6.180000,6.360000,6.360000,94000,JVA
2013-09-10,6.400000,6.450000,6.340000,6.360000,6.360000,38800,JVA
2013-09-11,6.340000,6.340000,6.070000,6.110000,6.110000,124300,JVA
2013-09-12,6.180000,6.230000,6.140000,6.160000,6.160000,46600,JVA
2013-09-13,6.120000,6.170000,6.070000,6.090000,6.090000,24900,JVA
2013-09-16,6.100000,6.210000,5.950000,5.960000,5.960000,72100,JVA
2013-09-17,5.980000,6.090000,5.980000,6.010000,6.010000,77700,JVA
2013-09-18,6.000000,6.070000,6.000000,6.050000,6.050000,38800,JVA
2013-09-19,6.060000,6.070000,6.010000,6.020000,6.020000,57000,JVA
2013-09-20,6.000000,6.050000,5.810000,5.820000,5.820000,85200,JVA
2013-09-23,5.810000,5.980000,5.810000,5.880000,5.880000,104800,JVA
2013-09-24,5.930000,6.000000,5.890000,5.990000,5.990000,60600,JVA
2013-09-25,6.000000,6.000000,5.890000,5.930000,5.930000,54000,JVA
2013-09-26,5.980000,5.980000,5.850000,5.850000,5.850000,35100,JVA
2013-09-27,5.810000,5.910000,5.800000,5.870000,5.870000,68500,JVA
2013-09-30,5.850000,5.970000,5.840000,5.840000,5.840000,46700,JVA
2013-10-01,5.800000,5.940000,5.800000,5.810000,5.810000,40000,JVA
2013-10-02,5.820000,5.920000,5.820000,5.870000,5.870000,36000,JVA
2013-10-03,5.900000,5.960000,5.850000,5.850000,5.850000,37700,JVA
2013-10-04,5.820000,5.930000,5.800000,5.840000,5.840000,34000,JVA
2013-10-07,5.750000,5.900000,5.750000,5.860000,5.860000,29600,JVA
2013-10-08,5.820000,5.880000,5.500000,5.540000,5.540000,106000,JVA
2013-10-09,5.520000,5.560000,5.400000,5.410000,5.410000,53500,JVA
2013-10-10,5.430000,5.540000,5.410000,5.430000,5.430000,47900,JVA
2013-10-11,5.430000,5.590000,5.410000,5.580000,5.580000,38300,JVA
2013-10-14,5.550000,5.750000,5.550000,5.680000,5.680000,62900,JVA
2013-10-15,5.710000,5.840000,5.620000,5.680000,5.680000,41500,JVA
2013-10-16,5.680000,5.700000,5.590000,5.630000,5.630000,54900,JVA
2013-10-17,5.650000,5.750000,5.650000,5.710000,5.710000,38500,JVA
2013-10-18,5.770000,5.790000,5.660000,5.690000,5.690000,41300,JVA
2013-10-21,5.690000,5.780000,5.650000,5.730000,5.730000,39500,JVA
2013-10-22,5.730000,5.730000,5.550000,5.560000,5.560000,82400,JVA
2013-10-23,5.540000,5.680000,5.540000,5.620000,5.620000,31400,JVA
2013-10-24,5.640000,5.640000,5.540000,5.570000,5.570000,23600,JVA
2013-10-25,5.560000,5.580000,5.480000,5.490000,5.490000,64000,JVA
2013-10-28,5.490000,5.500000,5.450000,5.460000,5.460000,35600,JVA
2013-10-29,5.490000,5.560000,5.450000,5.450000,5.450000,37800,JVA
2013-10-30,5.480000,5.520000,5.320000,5.380000,5.380000,38000,JVA
2013-10-31,5.390000,5.490000,5.320000,5.340000,5.340000,49400,JVA
2013-11-01,5.370000,5.370000,5.150000,5.190000,5.190000,110300,JVA
2013-11-04,5.190000,5.190000,5.030000,5.040000,5.040000,86000,JVA
2013-11-05,5.050000,5.240000,5.030000,5.210000,5.210000,70200,JVA
2013-11-06,5.250000,5.250000,5.160000,5.190000,5.190000,33200,JVA
2013-11-07,5.210000,5.230000,5.070000,5.070000,5.070000,35800,JVA
2013-11-08,5.040000,5.220000,5.030000,5.130000,5.130000,32100,JVA
2013-11-11,5.160000,5.200000,5.050000,5.100000,5.100000,20600,JVA
2013-11-12,5.090000,5.150000,5.070000,5.090000,5.090000,44300,JVA
2013-11-13,5.070000,5.130000,5.050000,5.130000,5.130000,27600,JVA
2013-11-14,5.100000,5.200000,5.070000,5.070000,5.070000,32100,JVA
2013-11-15,5.120000,5.200000,5.110000,5.170000,5.170000,18300,JVA
2013-11-18,5.190000,5.200000,5.080000,5.090000,5.090000,57900,JVA
2013-11-19,5.120000,5.200000,5.080000,5.080000,5.080000,93600,JVA
2013-11-20,5.100000,5.180000,5.080000,5.080000,5.080000,29700,JVA
2013-11-21,5.120000,5.200000,5.110000,5.110000,5.110000,46100,JVA
2013-11-22,5.150000,5.200000,5.110000,5.110000,5.110000,49900,JVA
2013-11-25,5.110000,5.190000,4.910000,4.980000,4.980000,91500,JVA
2013-11-26,4.980000,5.000000,4.850000,4.870000,4.870000,103400,JVA
2013-11-27,4.870000,5.000000,4.860000,4.930000,4.930000,39000,JVA
2013-11-29,4.940000,5.000000,4.900000,4.970000,4.970000,19800,JVA
2013-12-02,5.000000,5.000000,4.900000,4.960000,4.960000,55200,JVA
2013-12-03,4.970000,5.000000,4.940000,4.970000,4.970000,41700,JVA
2013-12-04,4.990000,5.000000,4.940000,4.960000,4.960000,23300,JVA
2013-12-05,4.960000,5.000000,4.920000,4.920000,4.920000,30800,JVA
2013-12-06,4.990000,5.000000,4.900000,4.910000,4.910000,39700,JVA
2013-12-09,4.950000,4.980000,4.850000,4.850000,4.850000,42200,JVA
2013-12-10,4.850000,4.890000,4.660000,4.670000,4.670000,78500,JVA
2013-12-11,4.680000,4.690000,4.500000,4.510000,4.510000,126000,JVA
2013-12-12,4.560000,4.840000,4.500000,4.790000,4.790000,153300,JVA
2013-12-13,4.790000,5.000000,4.780000,4.930000,4.930000,128700,JVA
2013-12-16,4.910000,5.100000,4.910000,5.040000,5.040000,110000,JVA
2013-12-17,5.070000,5.250000,4.980000,5.200000,5.200000,107800,JVA
2013-12-18,5.250000,5.260000,5.200000,5.230000,5.230000,50600,JVA
2013-12-19,5.210000,5.250000,5.010000,5.030000,5.030000,36800,JVA
2013-12-20,5.000000,5.120000,5.000000,5.010000,5.010000,65200,JVA
2013-12-23,4.980000,5.250000,4.910000,5.200000,5.200000,76200,JVA
2013-12-24,5.160000,5.320000,5.080000,5.210000,5.210000,36600,JVA
2013-12-26,5.230000,5.260000,5.050000,5.260000,5.260000,41700,JVA
2013-12-27,5.290000,5.320000,5.180000,5.270000,5.270000,54300,JVA
2013-12-30,5.310000,5.410000,5.210000,5.210000,5.210000,113700,JVA
2013-12-31,5.180000,5.230000,5.070000,5.090000,5.090000,153600,JVA
2014-01-02,5.120000,5.300000,5.100000,5.290000,5.290000,72000,JVA
2014-01-03,5.310000,5.320000,5.060000,5.100000,5.100000,48500,JVA
2014-01-06,5.130000,5.300000,5.100000,5.220000,5.220000,47900,JVA
2014-01-07,5.290000,5.570000,5.000000,5.100000,5.100000,170100,JVA
2014-01-08,5.260000,5.270000,4.950000,5.010000,5.010000,100400,JVA
2014-01-09,5.070000,5.200000,4.950000,5.100000,5.100000,44900,JVA
2014-01-10,5.130000,5.130000,5.000000,5.090000,5.090000,44000,JVA
2014-01-13,5.110000,5.190000,5.060000,5.170000,5.170000,42300,JVA
2014-01-14,5.200000,5.200000,5.100000,5.130000,5.130000,28800,JVA
2014-01-15,5.170000,5.170000,5.050000,5.150000,5.150000,30800,JVA
2014-01-16,5.190000,5.200000,5.080000,5.200000,5.200000,31700,JVA
2014-01-17,5.190000,5.460000,5.160000,5.280000,5.280000,118300,JVA
2014-01-21,5.320000,5.360000,5.240000,5.320000,5.320000,46800,JVA
2014-01-22,5.350000,5.360000,5.300000,5.350000,5.350000,25000,JVA
2014-01-23,5.350000,5.350000,5.250000,5.280000,5.280000,26700,JVA
2014-01-24,5.270000,5.270000,4.930000,5.050000,5.050000,119000,JVA
2014-01-27,5.070000,5.070000,4.950000,4.970000,4.970000,36100,JVA
2014-01-28,4.950000,5.000000,4.820000,4.840000,4.840000,82500,JVA
2014-01-29,4.820000,5.000000,4.820000,4.960000,4.960000,44600,JVA
2014-01-30,5.000000,5.000000,4.850000,4.950000,4.950000,51800,JVA
2014-01-31,4.880000,5.100000,4.880000,5.090000,5.090000,46500,JVA
2014-02-03,4.960000,5.110000,4.960000,5.060000,5.060000,85500,JVA
2014-02-04,5.040000,5.500000,5.010000,5.450000,5.450000,169300,JVA
2014-02-05,5.470000,5.970000,5.420000,5.920000,5.920000,296500,JVA
2014-02-06,6.270000,6.440000,5.760000,5.830000,5.830000,445000,JVA
2014-02-07,5.820000,5.890000,5.510000,5.740000,5.740000,141200,JVA
2014-02-10,5.740000,5.840000,5.600000,5.620000,5.620000,89800,JVA
2014-02-11,5.650000,5.980000,5.650000,5.940000,5.940000,93700,JVA
2014-02-12,5.960000,5.970000,5.780000,5.880000,5.880000,49100,JVA
2014-02-13,5.880000,6.220000,5.840000,6.030000,6.030000,197700,JVA
2014-02-14,6.080000,6.090000,5.860000,6.030000,6.030000,66700,JVA
2014-02-18,6.050000,6.370000,6.050000,6.200000,6.200000,214800,JVA
2014-02-19,6.200000,6.430000,6.070000,6.360000,6.360000,291900,JVA
2014-02-20,6.400000,6.430000,6.200000,6.280000,6.280000,72100,JVA
2014-02-21,6.340000,6.350000,6.120000,6.260000,6.260000,77800,JVA
2014-02-24,6.240000,6.510000,6.240000,6.470000,6.470000,184400,JVA
2014-02-25,6.500000,6.500000,6.270000,6.320000,6.320000,109900,JVA
2014-02-26,6.340000,6.530000,6.050000,6.200000,6.200000,127200,JVA
2014-02-27,6.250000,6.350000,6.120000,6.240000,6.240000,46600,JVA
2014-02-28,6.250000,6.340000,6.130000,6.130000,6.130000,58100,JVA
2014-03-03,6.100000,6.370000,6.010000,6.270000,6.270000,154600,JVA
2014-03-04,6.250000,6.490000,6.160000,6.210000,6.210000,171700,JVA
2014-03-05,6.250000,6.400000,6.160000,6.340000,6.340000,120500,JVA
2014-03-06,6.390000,6.500000,6.210000,6.310000,6.310000,183900,JVA
2014-03-07,6.290000,6.400000,6.270000,6.300000,6.300000,56700,JVA
2014-03-10,6.350000,6.830000,6.290000,6.630000,6.630000,250400,JVA
2014-03-11,6.740000,6.740000,6.400000,6.570000,6.570000,90300,JVA
2014-03-12,6.610000,6.900000,6.490000,6.750000,6.750000,187900,JVA
2014-03-13,6.840000,6.850000,6.650000,6.660000,6.660000,95200,JVA
2014-03-14,7.150000,8.200000,7.110000,7.990000,7.990000,2897600,JVA
2014-03-17,8.070000,8.100000,7.620000,7.830000,7.830000,609100,JVA
2014-03-18,7.790000,8.580000,7.750000,8.430000,8.430000,976800,JVA
2014-03-19,8.330000,8.500000,7.950000,8.040000,8.040000,412800,JVA
2014-03-20,8.070000,8.450000,8.060000,8.370000,8.370000,268400,JVA
2014-03-21,8.400000,8.430000,7.860000,8.030000,8.030000,280200,JVA
2014-03-24,8.030000,8.030000,7.680000,7.820000,7.820000,260000,JVA
2014-03-25,7.800000,7.930000,7.500000,7.540000,7.540000,222900,JVA
2014-03-26,7.490000,7.700000,7.310000,7.350000,7.350000,175100,JVA
2014-03-27,7.290000,7.550000,7.260000,7.490000,7.490000,164000,JVA
2014-03-28,7.460000,7.700000,7.410000,7.630000,7.630000,98400,JVA
2014-03-31,7.600000,7.680000,7.400000,7.620000,7.620000,123400,JVA
2014-04-01,7.630000,7.790000,7.520000,7.560000,7.560000,78600,JVA
2014-04-02,7.480000,7.700000,7.450000,7.570000,7.570000,58000,JVA
2014-04-03,7.510000,7.740000,7.480000,7.660000,7.660000,67400,JVA
2014-04-04,7.750000,7.750000,7.350000,7.560000,7.560000,163900,JVA
2014-04-07,7.570000,7.770000,7.360000,7.520000,7.520000,118700,JVA
2014-04-08,7.500000,8.350000,7.500000,8.240000,8.240000,512100,JVA
2014-04-09,8.390000,8.390000,7.930000,8.120000,8.120000,348500,JVA
2014-04-10,8.150000,8.200000,7.650000,7.790000,7.790000,305200,JVA
2014-04-11,7.720000,7.830000,7.550000,7.640000,7.640000,146400,JVA
2014-04-14,7.600000,7.810000,7.260000,7.320000,7.320000,293000,JVA
2014-04-15,7.310000,7.460000,6.720000,6.860000,6.860000,531700,JVA
2014-04-16,6.910000,7.000000,6.640000,6.900000,6.900000,261000,JVA
2014-04-17,6.900000,7.030000,6.680000,6.930000,6.930000,148500,JVA
2014-04-21,6.890000,7.100000,6.850000,6.960000,6.960000,102000,JVA
2014-04-22,7.050000,7.360000,7.050000,7.290000,7.290000,212000,JVA
2014-04-23,7.310000,7.660000,7.150000,7.540000,7.540000,243600,JVA
2014-04-24,7.550000,7.640000,7.300000,7.430000,7.430000,104600,JVA
2014-04-25,7.400000,7.430000,7.140000,7.290000,7.290000,94900,JVA
2014-04-28,7.290000,7.400000,7.060000,7.190000,7.190000,78400,JVA
2014-04-29,7.220000,7.400000,7.150000,7.280000,7.280000,119800,JVA
2014-04-30,7.220000,7.260000,7.050000,7.160000,7.160000,86500,JVA
2014-05-01,7.130000,7.340000,7.060000,7.300000,7.300000,63100,JVA
2014-05-02,7.280000,7.620000,7.280000,7.440000,7.440000,182300,JVA
2014-05-05,7.410000,7.600000,7.340000,7.490000,7.490000,81300,JVA
2014-05-06,7.440000,7.610000,7.350000,7.430000,7.430000,72200,JVA
2014-05-07,7.490000,7.620000,7.250000,7.360000,7.360000,69400,JVA
2014-05-08,7.390000,7.410000,7.150000,7.250000,7.250000,79000,JVA
2014-05-09,7.170000,7.280000,6.860000,6.900000,6.900000,279600,JVA
2014-05-12,6.900000,7.150000,6.850000,6.920000,6.920000,136700,JVA
2014-05-13,6.950000,7.250000,6.950000,7.230000,7.230000,95200,JVA
2014-05-14,7.250000,7.250000,7.020000,7.100000,7.100000,76700,JVA
2014-05-15,7.080000,7.230000,6.860000,7.150000,7.150000,64400,JVA
2014-05-16,7.120000,7.250000,7.020000,7.210000,7.210000,57600,JVA
2014-05-19,7.250000,7.360000,7.120000,7.200000,7.200000,75800,JVA
2014-05-20,7.210000,7.340000,7.020000,7.250000,7.250000,52300,JVA
2014-05-21,7.220000,7.380000,7.150000,7.300000,7.300000,65700,JVA
2014-05-22,7.260000,7.650000,7.200000,7.600000,7.600000,152500,JVA
2014-05-23,7.650000,7.990000,7.590000,7.880000,7.880000,160200,JVA
2014-05-27,7.810000,8.190000,7.760000,7.910000,7.910000,209200,JVA
2014-05-28,7.950000,7.950000,7.710000,7.800000,7.800000,40800,JVA
