Date,Open,High,Low,Close,Adj Close,Volume,GTIM
2016-07-20,4.060000,4.210000,4.000000,4.210000,4.210000,53000,GTIM
2016-07-21,4.160000,4.320000,3.990000,4.320000,4.320000,35300,GTIM
2016-07-22,4.270000,4.450000,4.160000,4.390000,4.390000,33400,GTIM
2016-07-25,4.310000,4.370000,4.010000,4.030000,4.030000,42000,GTIM
2016-07-26,4.080000,4.100000,3.970000,4.090000,4.090000,39200,GTIM
2016-07-27,4.050000,4.090000,3.990000,4.050000,4.050000,24800,GTIM
2016-07-28,null,null,null,null,null,null,GTIM
2016-07-29,4.220000,4.220000,4.050000,4.060000,4.060000,10200,GTIM
2016-08-01,4.100000,4.320000,4.000000,4.290000,4.290000,48500,GTIM
2016-08-02,4.240000,4.240000,4.090000,4.130000,4.130000,13200,GTIM
2016-08-03,4.200000,4.200000,4.020000,4.060000,4.060000,8900,GTIM
2016-08-04,4.060000,4.180000,3.990000,4.010000,4.010000,12100,GTIM
2016-08-05,null,null,null,null,null,null,GTIM
2016-08-08,4.100000,4.180000,3.980000,4.110000,4.110000,31700,GTIM
2016-08-09,4.060000,4.190000,4.060000,4.100000,4.100000,18500,GTIM
2016-08-10,4.170000,4.170000,4.000000,4.040000,4.040000,11300,GTIM
2016-08-11,4.000000,4.000000,3.500000,3.560000,3.560000,509400,GTIM
2016-08-12,null,null,null,null,null,null,GTIM
2016-08-15,3.620000,3.680000,3.530000,3.630000,3.630000,141100,GTIM
2016-08-16,3.680000,3.750000,3.540000,3.750000,3.750000,53800,GTIM
2016-08-17,3.620000,3.740000,3.530000,3.600000,3.600000,28800,GTIM
2016-08-18,3.570000,3.630000,3.510000,3.620000,3.620000,40000,GTIM
2016-08-19,3.570000,3.690000,3.510000,3.600000,3.600000,87700,GTIM
2016-08-22,3.520000,3.610000,3.460000,3.590000,3.590000,70700,GTIM
2016-08-23,3.600000,3.740000,3.560000,3.600000,3.600000,43300,GTIM
2016-08-24,3.620000,3.650000,3.480000,3.520000,3.520000,20900,GTIM
2016-08-25,3.570000,3.570000,3.490000,3.520000,3.520000,19800,GTIM
2016-08-26,3.600000,3.630000,3.370000,3.480000,3.480000,77900,GTIM
2016-08-29,3.420000,3.540000,3.400000,3.450000,3.450000,107400,GTIM
2016-08-30,null,null,null,null,null,null,GTIM
2016-08-31,3.490000,3.490000,3.420000,3.440000,3.440000,11100,GTIM
2016-09-01,3.420000,3.440000,3.370000,3.420000,3.420000,14600,GTIM
2016-09-02,3.480000,3.520000,3.430000,3.470000,3.470000,23700,GTIM
2016-09-06,3.510000,3.530000,3.430000,3.530000,3.530000,47600,GTIM
2016-09-07,3.490000,3.650000,3.470000,3.530000,3.530000,44400,GTIM
2016-09-08,3.540000,3.750000,3.440000,3.750000,3.750000,70100,GTIM
2016-09-09,null,null,null,null,null,null,GTIM
2016-09-12,3.500000,3.550000,3.410000,3.460000,3.460000,71000,GTIM
2016-09-13,3.390000,3.570000,3.350000,3.490000,3.490000,86300,GTIM
2016-09-14,3.490000,3.580000,3.490000,3.540000,3.540000,24600,GTIM
2016-09-15,3.580000,3.600000,3.510000,3.600000,3.600000,22900,GTIM
2016-09-16,null,null,null,null,null,null,GTIM
2016-09-19,3.650000,3.690000,3.600000,3.640000,3.640000,20400,GTIM
2016-09-20,null,null,null,null,null,null,GTIM
2016-09-21,3.640000,3.680000,3.540000,3.650000,3.650000,26600,GTIM
2016-09-22,3.600000,3.660000,3.540000,3.540000,3.540000,30100,GTIM
2016-09-23,3.610000,3.650000,3.540000,3.540000,3.540000,18400,GTIM
2016-09-26,3.520000,3.560000,3.360000,3.390000,3.390000,109700,GTIM
2016-09-27,3.360000,3.500000,3.350000,3.500000,3.500000,16800,GTIM
2016-09-28,3.420000,3.490000,3.370000,3.370000,3.370000,21800,GTIM
2016-09-29,3.400000,3.440000,3.380000,3.420000,3.420000,24600,GTIM
2016-09-30,3.400000,3.450000,3.370000,3.370000,3.370000,10200,GTIM
2016-10-03,3.370000,3.430000,3.350000,3.430000,3.430000,21400,GTIM
2016-10-04,3.440000,3.450000,3.330000,3.380000,3.380000,34900,GTIM
2016-10-05,3.400000,3.460000,3.370000,3.400000,3.400000,50600,GTIM
2016-10-06,3.350000,3.400000,3.150000,3.200000,3.200000,92400,GTIM
2016-10-07,3.290000,3.290000,3.140000,3.230000,3.230000,29400,GTIM
2016-10-10,3.250000,3.350000,3.250000,3.250000,3.250000,28100,GTIM
2016-10-11,null,null,null,null,null,null,GTIM
2016-10-12,3.300000,3.450000,3.200000,3.450000,3.450000,23600,GTIM
2016-10-13,3.300000,3.400000,3.250000,3.250000,3.250000,532700,GTIM
2016-10-14,3.250000,3.250000,3.200000,3.250000,3.250000,14800,GTIM
2016-10-17,3.200000,3.350000,2.850000,3.050000,3.050000,120500,GTIM
2016-10-18,3.040000,3.050000,2.900000,2.950000,2.950000,70100,GTIM
2016-10-19,2.970000,3.300000,2.950000,3.250000,3.250000,26200,GTIM
2016-10-20,3.200000,3.250000,3.070000,3.200000,3.200000,98800,GTIM
2016-10-21,3.050000,3.200000,3.050000,3.200000,3.200000,22500,GTIM
2016-10-24,3.200000,3.300000,3.100000,3.250000,3.250000,13500,GTIM
2016-10-25,3.200000,3.200000,3.100000,3.100000,3.100000,42900,GTIM
2016-10-26,2.850000,3.150000,2.850000,3.100000,3.100000,97300,GTIM
2016-10-27,3.150000,3.200000,3.000000,3.100000,3.100000,41100,GTIM
2016-10-28,3.090000,3.150000,3.050000,3.080000,3.080000,34400,GTIM
2016-10-31,3.050000,3.150000,3.050000,3.150000,3.150000,17600,GTIM
2016-11-01,3.100000,3.200000,3.100000,3.100000,3.100000,21700,GTIM
2016-11-02,3.100000,3.150000,3.050000,3.100000,3.100000,51100,GTIM
2016-11-03,3.050000,3.100000,3.050000,3.050000,3.050000,2000,GTIM
2016-11-04,3.080000,3.100000,2.950000,2.950000,2.950000,31500,GTIM
2016-11-07,2.900000,3.050000,2.850000,3.000000,3.000000,73400,GTIM
2016-11-08,3.100000,3.150000,3.000000,3.150000,3.150000,14700,GTIM
2016-11-09,null,null,null,null,null,null,GTIM
2016-11-10,3.150000,3.250000,3.000000,3.000000,3.000000,46400,GTIM
2016-11-11,3.000000,3.100000,3.000000,3.050000,3.050000,30400,GTIM
2016-11-14,3.050000,3.250000,3.000000,3.050000,3.050000,103800,GTIM
2016-11-15,null,null,null,null,null,null,GTIM
2016-11-16,3.150000,3.250000,3.150000,3.150000,3.150000,18600,GTIM
2016-11-17,null,null,null,null,null,null,GTIM
2016-11-18,3.170000,3.250000,3.000000,3.050000,3.050000,58800,GTIM
2016-11-21,3.050000,3.200000,3.000000,3.150000,3.150000,618200,GTIM
2016-11-22,3.150000,3.200000,3.050000,3.150000,3.150000,64600,GTIM
2016-11-23,3.100000,3.200000,3.050000,3.200000,3.200000,13300,GTIM
2016-11-25,3.150000,3.250000,3.150000,3.250000,3.250000,9900,GTIM
2016-11-28,3.250000,3.250000,3.100000,3.100000,3.100000,71000,GTIM
2016-11-29,3.100000,3.250000,3.100000,3.100000,3.100000,39500,GTIM
2016-11-30,3.200000,3.200000,3.150000,3.200000,3.200000,35500,GTIM
2016-12-01,3.150000,3.200000,3.000000,3.000000,3.000000,61200,GTIM
2016-12-02,3.050000,3.100000,3.000000,3.050000,3.050000,56300,GTIM
2016-12-05,3.050000,3.100000,2.950000,3.050000,3.050000,59500,GTIM
2016-12-06,3.050000,3.200000,3.000000,3.150000,3.150000,49400,GTIM
2016-12-07,3.150000,3.200000,3.100000,3.100000,3.100000,43000,GTIM
2016-12-08,3.150000,3.250000,3.100000,3.100000,3.100000,147400,GTIM
2016-12-09,3.300000,3.300000,3.100000,3.100000,3.100000,58400,GTIM
2016-12-12,3.150000,3.150000,3.100000,3.100000,3.100000,59800,GTIM
2016-12-13,3.150000,3.250000,3.050000,3.200000,3.200000,69200,GTIM
2016-12-14,3.150000,3.150000,3.100000,3.100000,3.100000,21100,GTIM
2016-12-15,3.050000,3.150000,3.050000,3.100000,3.100000,14700,GTIM
2016-12-16,3.200000,3.200000,3.050000,3.150000,3.150000,51300,GTIM
2016-12-19,null,null,null,null,null,null,GTIM
2016-12-20,3.150000,3.150000,3.100000,3.100000,3.100000,21700,GTIM
2016-12-21,3.150000,3.200000,3.050000,3.050000,3.050000,31300,GTIM
2016-12-22,3.000000,3.050000,2.980000,3.000000,3.000000,93700,GTIM
2016-12-23,3.050000,3.150000,3.000000,3.100000,3.100000,30000,GTIM
2016-12-27,3.050000,3.150000,3.050000,3.150000,3.150000,20300,GTIM
2016-12-28,3.100000,3.100000,3.000000,3.000000,3.000000,17300,GTIM
2016-12-29,3.100000,3.100000,3.000000,3.000000,3.000000,9600,GTIM
2016-12-30,3.000000,3.150000,3.000000,3.150000,3.150000,33700,GTIM
2017-01-03,3.200000,3.200000,3.050000,3.200000,3.200000,25100,GTIM
2017-01-04,3.200000,3.250000,3.190000,3.250000,3.250000,65400,GTIM
2017-01-05,3.210000,3.550000,3.200000,3.550000,3.550000,66300,GTIM
2017-01-06,3.500000,3.600000,3.150000,3.250000,3.250000,77200,GTIM
2017-01-09,3.250000,3.400000,3.100000,3.150000,3.150000,30500,GTIM
2017-01-10,3.100000,3.300000,3.100000,3.250000,3.250000,26200,GTIM
2017-01-11,3.300000,3.400000,3.200000,3.350000,3.350000,26800,GTIM
2017-01-12,3.300000,3.350000,3.250000,3.280000,3.280000,6700,GTIM
2017-01-13,3.390000,3.400000,3.310000,3.350000,3.350000,8300,GTIM
2017-01-17,3.400000,3.400000,3.250000,3.300000,3.300000,11100,GTIM
2017-01-18,null,null,null,null,null,null,GTIM
2017-01-19,3.170000,3.250000,3.060000,3.150000,3.150000,50600,GTIM
2017-01-20,3.150000,3.300000,3.050000,3.150000,3.150000,31800,GTIM
2017-01-23,3.150000,3.200000,3.050000,3.100000,3.100000,12800,GTIM
2017-01-24,3.100000,3.250000,3.100000,3.250000,3.250000,48200,GTIM
2017-01-25,3.300000,3.300000,3.200000,3.300000,3.300000,42000,GTIM
2017-01-26,3.250000,3.300000,3.150000,3.150000,3.150000,31700,GTIM
2017-01-27,3.150000,3.250000,3.100000,3.250000,3.250000,5400,GTIM
2017-01-30,3.150000,3.250000,3.150000,3.200000,3.200000,8500,GTIM
2017-01-31,3.250000,3.300000,3.150000,3.200000,3.200000,12700,GTIM
2017-02-01,3.150000,3.300000,3.050000,3.200000,3.200000,45000,GTIM
2017-02-02,3.150000,3.250000,3.150000,3.250000,3.250000,12100,GTIM
2017-02-03,3.250000,3.300000,3.100000,3.200000,3.200000,8600,GTIM
2017-02-06,3.200000,3.250000,3.050000,3.150000,3.150000,30400,GTIM
2017-02-07,3.200000,3.250000,3.100000,3.250000,3.250000,14900,GTIM
2017-02-08,3.200000,3.250000,3.100000,3.200000,3.200000,36200,GTIM
2017-02-09,3.200000,3.250000,3.050000,3.100000,3.100000,34800,GTIM
2017-02-10,3.050000,3.250000,3.050000,3.250000,3.250000,22300,GTIM
2017-02-13,3.250000,3.250000,3.150000,3.200000,3.200000,53300,GTIM
2017-02-14,3.150000,3.150000,3.100000,3.150000,3.150000,13400,GTIM
2017-02-15,null,null,null,null,null,null,GTIM
2017-02-16,3.200000,3.300000,3.200000,3.200000,3.200000,53900,GTIM
2017-02-17,3.250000,3.250000,3.150000,3.200000,3.200000,16600,GTIM
2017-02-21,3.200000,3.250000,3.150000,3.150000,3.150000,13100,GTIM
2017-02-22,3.150000,3.150000,3.050000,3.050000,3.050000,30300,GTIM
2017-02-23,3.100000,3.150000,3.050000,3.150000,3.150000,12600,GTIM
2017-02-24,3.050000,3.100000,3.050000,3.100000,3.100000,15100,GTIM
2017-02-27,3.050000,3.100000,3.050000,3.100000,3.100000,15700,GTIM
2017-02-28,3.050000,3.150000,3.000000,3.000000,3.000000,45400,GTIM
2017-03-01,3.050000,3.100000,3.050000,3.050000,3.050000,14200,GTIM
2017-03-02,3.100000,3.100000,3.050000,3.050000,3.050000,12400,GTIM
2017-03-03,3.050000,3.100000,2.950000,3.000000,3.000000,29400,GTIM
2017-03-06,null,null,null,null,null,null,GTIM
2017-03-07,null,null,null,null,null,null,GTIM
2017-03-08,null,null,null,null,null,null,GTIM
2017-03-09,null,null,null,null,null,null,GTIM
2017-03-10,null,null,null,null,null,null,GTIM
2017-03-13,null,null,null,null,null,null,GTIM
2017-03-14,null,null,null,null,null,null,GTIM
2017-03-15,null,null,null,null,null,null,GTIM
2017-03-16,null,null,null,null,null,null,GTIM
2017-03-17,null,null,null,null,null,null,GTIM
2017-03-20,null,null,null,null,null,null,GTIM
2017-03-21,null,null,null,null,null,null,GTIM
2017-03-22,null,null,null,null,null,null,GTIM
2017-03-23,null,null,null,null,null,null,GTIM
2017-03-24,null,null,null,null,null,null,GTIM
2017-03-27,null,null,null,null,null,null,GTIM
2017-03-28,null,null,null,null,null,null,GTIM
2017-03-29,null,null,null,null,null,null,GTIM
2017-03-30,null,null,null,null,null,null,GTIM
2017-03-31,null,null,null,null,null,null,GTIM
2017-04-03,null,null,null,null,null,null,GTIM
2017-04-04,null,null,null,null,null,null,GTIM
2017-04-05,null,null,null,null,null,null,GTIM
2017-04-06,null,null,null,null,null,null,GTIM
2017-04-07,null,null,null,null,null,null,GTIM
2017-04-10,null,null,null,null,null,null,GTIM
2017-04-11,null,null,null,null,null,null,GTIM
2017-04-12,null,null,null,null,null,null,GTIM
2017-04-13,null,null,null,null,null,null,GTIM
2017-04-17,null,null,null,null,null,null,GTIM
2017-04-18,null,null,null,null,null,null,GTIM
2017-04-19,null,null,null,null,null,null,GTIM
2017-04-20,null,null,null,null,null,null,GTIM
2017-04-21,null,null,null,null,null,null,GTIM
2017-04-24,null,null,null,null,null,null,GTIM
2017-04-25,null,null,null,null,null,null,GTIM
2017-04-26,null,null,null,null,null,null,GTIM
2017-04-27,null,null,null,null,null,null,GTIM
2017-04-28,null,null,null,null,null,null,GTIM
2017-05-01,null,null,null,null,null,null,GTIM
2017-05-02,null,null,null,null,null,null,GTIM
2017-05-03,null,null,null,null,null,null,GTIM
2017-05-04,null,null,null,null,null,null,GTIM
2017-05-05,null,null,null,null,null,null,GTIM
2017-05-08,null,null,null,null,null,null,GTIM
2017-05-09,null,null,null,null,null,null,GTIM
2017-05-10,null,null,null,null,null,null,GTIM
2017-05-11,null,null,null,null,null,null,GTIM
2017-05-12,null,null,null,null,null,null,GTIM
2017-05-15,null,null,null,null,null,null,GTIM
2017-05-16,null,null,null,null,null,null,GTIM
2017-05-17,null,null,null,null,null,null,GTIM
2017-05-18,null,null,null,null,null,null,GTIM
2017-05-19,null,null,null,null,null,null,GTIM
2017-05-22,null,null,null,null,null,null,GTIM
2017-05-23,null,null,null,null,null,null,GTIM
2017-05-24,null,null,null,null,null,null,GTIM
2017-05-25,null,null,null,null,null,null,GTIM
2017-05-26,null,null,null,null,null,null,GTIM
2017-05-30,null,null,null,null,null,null,GTIM
2017-05-31,null,null,null,null,null,null,GTIM
2017-06-01,null,null,null,null,null,null,GTIM
2017-06-02,null,null,null,null,null,null,GTIM
2017-06-05,null,null,null,null,null,null,GTIM
2017-06-06,null,null,null,null,null,null,GTIM
2017-06-07,null,null,null,null,null,null,GTIM
2017-06-08,null,null,null,null,null,null,GTIM
2017-06-09,null,null,null,null,null,null,GTIM
2017-06-12,null,null,null,null,null,null,GTIM
2017-06-13,null,null,null,null,null,null,GTIM
2017-06-14,null,null,null,null,null,null,GTIM
2017-06-15,null,null,null,null,null,null,GTIM
2017-06-16,null,null,null,null,null,null,GTIM
2017-06-19,null,null,null,null,null,null,GTIM
2017-06-20,null,null,null,null,null,null,GTIM
2017-06-21,null,null,null,null,null,null,GTIM
2017-06-22,null,null,null,null,null,null,GTIM
2017-06-23,null,null,null,null,null,null,GTIM
2017-06-26,null,null,null,null,null,null,GTIM
2017-06-27,null,null,null,null,null,null,GTIM
2017-06-28,null,null,null,null,null,null,GTIM
2017-06-29,null,null,null,null,null,null,GTIM
2017-06-30,null,null,null,null,null,null,GTIM
2017-07-03,null,null,null,null,null,null,GTIM
2017-07-05,3.550000,3.550000,3.450000,3.450000,3.450000,19300,GTIM
2017-07-06,3.550000,3.550000,3.450000,3.550000,3.550000,12700,GTIM
2017-07-07,null,null,null,null,null,null,GTIM
2017-07-10,null,null,null,null,null,null,GTIM
2017-07-11,null,null,null,null,null,null,GTIM
2017-07-12,null,null,null,null,null,null,GTIM
2017-07-13,null,null,null,null,null,null,GTIM
2017-07-14,null,null,null,null,null,null,GTIM
2017-07-17,null,null,null,null,null,null,GTIM
2017-07-18,null,null,null,null,null,null,GTIM
2017-07-19,null,null,null,null,null,null,GTIM
2017-07-20,null,null,null,null,null,null,GTIM
2017-07-21,null,null,null,null,null,null,GTIM
2017-07-24,null,null,null,null,null,null,GTIM
2017-07-25,null,null,null,null,null,null,GTIM
2017-07-26,null,null,null,null,null,null,GTIM
2017-07-27,null,null,null,null,null,null,GTIM
2017-07-28,null,null,null,null,null,null,GTIM
2017-07-31,null,null,null,null,null,null,GTIM
2017-08-01,null,null,null,null,null,null,GTIM
2017-08-02,null,null,null,null,null,null,GTIM
2017-08-03,null,null,null,null,null,null,GTIM
2017-08-04,null,null,null,null,null,null,GTIM
2017-08-07,null,null,null,null,null,null,GTIM
2017-08-08,null,null,null,null,null,null,GTIM
2017-08-09,null,null,null,null,null,null,GTIM
2017-08-10,null,null,null,null,null,null,GTIM
2017-08-11,null,null,null,null,null,null,GTIM
2017-08-14,2.950000,2.950000,2.800000,2.850000,2.850000,35300,GTIM
2017-08-15,2.750000,2.850000,2.600000,2.850000,2.850000,97200,GTIM
2017-08-16,2.900000,2.900000,2.850000,2.850000,2.850000,12800,GTIM
2017-08-17,2.850000,2.950000,2.850000,2.900000,2.900000,24600,GTIM
2017-08-18,2.900000,2.900000,2.750000,2.850000,2.850000,25400,GTIM
2017-08-21,2.850000,2.850000,2.750000,2.750000,2.750000,15100,GTIM
2017-08-22,2.750000,2.800000,2.700000,2.700000,2.700000,11000,GTIM
2017-08-23,2.800000,2.800000,2.700000,2.700000,2.700000,19300,GTIM
2017-08-24,2.700000,2.750000,2.700000,2.700000,2.700000,17600,GTIM
2017-08-25,2.700000,2.900000,2.700000,2.900000,2.900000,33000,GTIM
2017-08-28,2.900000,2.900000,2.800000,2.800000,2.800000,5800,GTIM
2017-08-29,2.800000,2.850000,2.800000,2.850000,2.850000,5600,GTIM
2017-08-30,2.850000,2.850000,2.800000,2.800000,2.800000,5800,GTIM
2017-08-31,2.900000,2.900000,2.800000,2.800000,2.800000,12400,GTIM
2017-09-01,2.800000,2.850000,2.770000,2.800000,2.800000,11600,GTIM
2017-09-05,2.850000,2.900000,2.750000,2.800000,2.800000,24200,GTIM
2017-09-06,2.850000,3.000000,2.730000,2.950000,2.950000,11400,GTIM
2017-09-07,2.950000,2.950000,2.900000,2.950000,2.950000,9900,GTIM
2017-09-08,2.950000,3.000000,2.850000,2.950000,2.950000,24500,GTIM
2017-09-11,2.900000,3.000000,2.890000,3.000000,3.000000,30900,GTIM
2017-09-12,3.000000,3.000000,2.900000,2.900000,2.900000,6700,GTIM
2017-09-13,3.000000,3.000000,2.800000,2.850000,2.850000,11200,GTIM
2017-09-14,2.900000,3.000000,2.600000,2.750000,2.750000,48100,GTIM
